"assignee_id"	"assignee_type"	"disambig_assignee_individual_name_first"	"disambig_assignee_individual_name_last"	"disambig_assignee_organization"
"org_1j0Ww5z4DbmEObACFvmM"	3	NA	NA	"Pfeifer Holding GmbH & Co. KG"
"org_1J69vmMIp3vYNTcWZeDF"	2	NA	NA	"Harman Connected Services, Inc."
"org_1JcbNa2HtOTK8ISbF0Ql"	2	NA	NA	"Biomet Manufacturing, LLC"
"org_1JdK1N2yH1KbMnDzgJPz"	3	NA	NA	"VAW Aluminium AG"
"org_1JMV9vmCjcyJzch0u2Gh"	3	NA	NA	"Sound Forms PLC"
"org_1JuLFnjOlAFxwgSOn8ee"	2	NA	NA	"Seamless Technologies, LLC"
"org_1jZHo06yzrDqVQt0Js2m"	3	NA	NA	"Industry-Academic Cooperation Foundation Gyeongsang National University"
"org_1k8DSnR3vMd49HpiNGpt"	2	NA	NA	"Wright Tool Company"
"org_1KcDPYlLLfA09NfM0AH8"	2	NA	NA	"Nalco Chemical Company"
"org_1kF0gpJX2anLrzjlB2KJ"	2	NA	NA	"U.S. Natural Resources, Inc."
"org_1KMJoDvUBGd59Wi8bSmc"	3	NA	NA	"Ruhrchemie Aktiengesellschaft"
"org_1L9e6aGUYj1svBJhH38A"	3	NA	NA	"Radi Medical Systems AB"
"org_1LcPGIrmOYLnTj1UExiC"	3	NA	NA	"Wilhelmi Werke AG"
"org_1lEy64B0C9RU3F11jbl6"	3	NA	NA	"Fujitsu Semiconductor Limited"
"org_1lIQ8QSQ5bxgT3RPFk0L"	3	NA	NA	"Jumberca, S.A."
"org_1lIwPEa2ns10O2MCZW2V"	3	NA	NA	"Nishimu Electronics Industries Co., Ltd."
"org_1lSKs5bj8RaMY43AYl3B"	2	NA	NA	"RSR Corporation"
"org_1m6I1g1P2CbIhIy6R4zM"	2	NA	NA	"Halotron, Inc."
"org_1miP8CVI2Baki8vW99Ht"	3	NA	NA	"MPLUS CO., LTD."
"org_1mrM5W6iby94N2ANm46d"	3	NA	NA	"GOS Networks Ltd"
"org_1MWFjaRtar7e3dFyodFf"	2	NA	NA	"Borland International, Inc."
"org_1mXAHPXhoqLk0A0PM24T"	3	NA	NA	"ITT Italia S.r.l."
"org_1mZDqeqMC647D5D5KFUF"	2	NA	NA	"Milliken & Company"
"org_1n9EeQY9rpnG0YT3jvkh"	3	NA	NA	"Barco N.V."
"org_1NhAJzexqGQiEC76gc0P"	2	NA	NA	"PKG GROUP, LLC"
"org_1NPZSAFFMrKXrcUFJ7U2"	2	NA	NA	"Panama Breakaway, Inc."
"org_1nQGsCSIlSpUraLOs8Hn"	3	NA	NA	"Fev Motorentechnik GmbH"
"org_1O33mTuAlvko6yBbKxzC"	3	NA	NA	"Fa. Zahnraederfabrik Renk AG"
"org_1odHH3Tq4ZDXApjfwWrw"	2	NA	NA	"Schneider Electric IT Corporation"
"org_1onHKpBl1jYDNslVKbTV"	2	NA	NA	"Aerovironment, Inc."
"org_1PeaPL4NKthmgeL6j3Pi"	3	NA	NA	"Merlo Spa Industria Metalmeccanica"
"org_1pxBbLmCE0SwHqNiiLsN"	2	NA	NA	"Genetic Laboratories, Inc."
"org_1q5LhlpLyz9TZo7YS6cr"	2	NA	NA	"Alcatel IP Networks, Inc."
"org_1Q8GRwCzOISuoio5y5Cz"	3	NA	NA	"Elobix AB"
"org_1QjKN5sQXra5VgnxlyZ6"	2	NA	NA	"Thermalux, A Limited Partnership"
"org_1qjUOHpPcwF3Tck7BqEd"	2	NA	NA	"Theoris Software, LLC"
"org_1QLTUsEmZwvRsIkUFMFr"	2	NA	NA	"Novartis Vaccines and Diagnostics, Inc."
"org_1QU1ZQ3bmpB4qxBngP2G"	3	NA	NA	"KIEFEL GmbH"
"org_1qufizI0Npw8hVBtVLew"	3	NA	NA	"Cockerill Maintenance & Ingénierie S.A."
"org_1qWeQS9twVWmC6xaiCeN"	3	NA	NA	"Kyonggi University Industry & Academia Cooperation Foundation"
"org_1rAH8XzNDeuSV3JZ4pzP"	3	NA	NA	"T.A.G. Medical Products Ltd."
"org_1rAxAEOUEnaRRTZSLkBy"	2	NA	NA	"Biothera, Inc."
"org_1Rmk1zluVjPP03DASU6J"	3	NA	NA	"Metris Canada, Inc."
"org_1RS16HNDn0upsQW4Fe4G"	2	NA	NA	"Strong Force IOT Portfolio 2016, LLC"
"org_1RTFKUmQwwkxCmRAiLrp"	2	NA	NA	"Ecrio, Inc."
"org_1Rw7rrxQxIPLWDgHe1XE"	2	NA	NA	"Similasan Corporation"
"org_1SImxRbaM72WrunGkjXG"	3	NA	NA	"PREH GmbH"
"org_1SRljN1TmXVdOKcr8piP"	2	NA	NA	"Smart Parts, Inc."
"org_1sRXrfWWNuynmfpU6XVw"	3	NA	NA	"Marvao Medical Devices, Ltd."
"org_1SYifEy6nVom0h03WnkU"	3	NA	NA	"Mypove Inc."
"org_1TUNhG6iYmpqyUoLyXB0"	3	NA	NA	"Uniplet a.s."
"org_1txMfaxMXOL9HirKqT5E"	2	NA	NA	"Industrial Microwave Systems, L.L.C."
"org_1u1UtTYF2bbkHzwXoQYq"	2	NA	NA	"Konstant Products, Inc."
"org_1U5pHOHnRlnaNchejNi1"	3	NA	NA	"Tokyo Shibaura Denki Kabushiki Kaisha"
"org_1ugyyfCWcam5qNWyeqxB"	3	NA	NA	"Within Technologies Ltd."
"org_1uHBE5CvaqtsUtf2ueJq"	3	NA	NA	"Paul Journee S.A."
"org_1vHZDMyuIqSVbl38EzuI"	2	NA	NA	"East Penn Manufacturing Co., Inc."
"org_1Vj8Qn46xq65kDdR6and"	3	NA	NA	"ExactTrak Limited"
"org_1vS5TFufHi9c30N1sGW3"	3	NA	NA	"Naber Beheer B.V."
"org_1VVnE27BDx85vaZuVt4I"	2	NA	NA	"Pharmacopeia, Inc."
"org_1W5mBu67FwKEJVWgDamk"	3	NA	NA	"eEver Technology, Inc."
"org_1WHNKcLiMT9z0x2GfsKl"	2	NA	NA	"Uniroyal Chemical Company, Inc."
"org_1WHZCuvKYvGHGWTKKMMe"	3	NA	NA	"MARTOR KG"
"org_1Wi6m8ihSTyCI6aDhHJX"	3	NA	NA	"Forschungsverbund Berlin E.V."
"org_1WXOoANNm8GAIluiJ07A"	2	NA	NA	"Bemis Company, Inc."
"org_1XdhNJBPEx1b9M06j8Ry"	3	NA	NA	"Hartung, Kuhn & Co. Maschinenfabrik"
"org_1yATZvp8RdW99C282Ill"	2	NA	NA	"Interfix, LLC"
"org_1yAZPWaR2JbiBvPA3RDU"	2	NA	NA	"Stayhealthy, Inc."
"org_1Yi1JuEfDNHIPOSTF5yV"	2	NA	NA	"ITERIS, INC."
"org_1yMD5H9RnGD5E0wKdy2p"	3	NA	NA	"Oji Paper Co., Ltd."
"org_1YmknOzjXIvPmRY7dJmy"	3	NA	NA	"LEONI Bordnetz-Systeme GmbH"
"org_1yqWgXxw8pRpF2arJ0RJ"	2	NA	NA	"CenturyLink Intellectual Property LLC"
"org_1yWmzeGMDhAbbvVSG8Ep"	2	NA	NA	"Agere Systems Inc."
"org_1Z7yRXA9KmIUXt4z58Kq"	3	NA	NA	"Takata-Petri AG"
"org_1Z9t9m4dTKlol8yU5qEi"	2	NA	NA	"Vantage Point Products Corp."
"org_1ZaXmggJ0bnBM9yDK1Th"	3	NA	NA	"FORD MOTOR COMPANY OF AUSTRALIA LIMITED"
"org_1zB90RFUcNqQyoKqovIu"	2	NA	NA	"Bioelectromagnetics, Inc."
"org_1zDkSQ8fZXaZ1XIiKQTr"	2	NA	NA	"Case Corporation"
"org_1ZNxxkXoA71WCodg2tWU"	3	NA	NA	"MAHLE Behr GmbH & Co. KG"
"org_1zquii4MhiJ7hrny13lh"	2	NA	NA	"Textron Automotive Company Inc."
"org_1zttAEsUNKZetqrkR1Mo"	3	NA	NA	"ABUS August Bremicker Söhne KG"
"org_1ZWOKDKOAci5LCKi4WL5"	2	NA	NA	"Edgewell Personal Care Brands, LLC"
"org_200JUuxspXuzmXPr4rEg"	2	NA	NA	"Pony Industries, Inc."
"org_20HAB4NTsYg7a2DtStVo"	2	NA	NA	"Hill-Rom Services, Inc."
"org_20r0zvC73Uj3BhoJWgHX"	3	NA	NA	"Toyoda Gosei Co., Ltd."
"org_21a9zQeSaoJoblsUc4Dk"	2	NA	NA	"Halocarbon Products Corporation"
"org_21FGnhG7D7xrEJbn3wnH"	2	NA	NA	"Science Applications International Corporation"
"org_21IeCzXwEl7Lf3ufsp8t"	3	NA	NA	"Bruker Medizintechnik GmbH"
"org_21JSKvBehSjGrqN3elTn"	2	NA	NA	"Skullcandy, Inc."
"org_221gunmpaMoQqpXfJPOG"	3	NA	NA	"GMD-Forschungszentrum Informationstechnik GmbH"
"org_22BwhXZmO8YIl0nf3f5t"	3	NA	NA	"IsoTis N.V."
"org_22d977IP6qZnlhKJhUBb"	2	NA	NA	"Aylward Enterprises, Inc."
"org_22DVaEQwMhRsweg3p8rc"	3	NA	NA	"AIZO AG"
"org_22ziC85l7F0gKxUzOxSc"	2	NA	NA	"Interface, Inc."
"org_23cp2wm5M99iaRhRWakf"	3	NA	NA	"BIC INC."
"org_23KJpfwkBRtl8s7IUWH8"	3	NA	NA	"Asmo Co., Ltd."
"org_23mzDML5cAnfRiVe46GL"	7	NA	NA	"Societe Civile de Recherche ODY"
"org_23VAamxZ1KlRSJmf1bz3"	2	NA	NA	"Astec Industries, Inc."
"org_23wH1wX7If64Kxcnx5DY"	2	NA	NA	"Colgate-Palmolive Company"
"org_24AZx6nTHmbxoakY1Z8M"	3	NA	NA	"M&K HOLDINGS INC."
"org_24EQgWCy4rsYrLRDWS5R"	3	NA	NA	"Viptronic GmbH"
"org_24f263mToL0qtLct7XF9"	3	NA	NA	"Aventis CropScience GmbH"
"org_24hoQn896SaeRKpYj09f"	3	NA	NA	"THYSSENKRUPP ELEVATOR AG"
"org_25Q8lIl858iKDceSdSzp"	2	NA	NA	"Transmeta Corporation"
"org_26PdnsNYbq2cNTaVE4QO"	2	NA	NA	"MorphoTrust USA, LLC"
"org_26vswP1KVEqVoAFFPzjv"	3	NA	NA	"Union Industrial y Agro-Ganadera, S. A. (UNIASA)"
"org_27359bsjDt7250M0Hduz"	2	NA	NA	"Compx International Inc."
"org_27L624wTF1riLKObg2qT"	3	NA	NA	"Fresenius Medical Care Deutschland GmbH"
"org_27X1sRDo7LiNbbleiMIV"	3	NA	NA	"Beltone Netherlands B.V."
"org_27xAG2Et9Ig3mu7ZNysL"	2	NA	NA	"Aqua Med, Inc."
"org_27Y5xCp4ysab8v4ghs2i"	2	NA	NA	"HLS Industries, LLC"
"org_28femXu2856KsH54lQWx"	2	NA	NA	"System Analysis and Integration, Inc."
"org_28Ocm0ehfX45BmRWDjDu"	2	NA	NA	"Chiron Ophthalmics, Inc."
"org_28OW45lvaq4ib6bPO78O"	2	NA	NA	"American Can Company"
"org_28x8fkqtEjbP855XOChR"	2	NA	NA	"The Neat Company, Inc."
"org_28xv7ftH8Sp8PHWerYLl"	2	NA	NA	"Enginuity Communications Corporation"
"org_29017CrX3iZO8ZJcLEtq"	2	NA	NA	"Heart Leaflet Technologies, Inc."
"org_295mUT2zvqPwtpZn3lu1"	2	NA	NA	"Bell Atlantic Network Services, Inc."
"org_29AA6ucF49h1s3uHy8iz"	2	NA	NA	"Alpha Technology U.S.A. Corporation"
"org_29ba0V6lMvwX7IrhsIxx"	2	NA	NA	"Lenox Machine Company, Inc."
"org_29ufZuyKHJ5HDQ4vrHGF"	2	NA	NA	"Komag, Inc."
"org_29X2tvllJT3GlErilvS5"	2	NA	NA	"R. J. Reynolds Tobacco Company"
"org_2a3dGdqdRbnIHypIEHTL"	2	NA	NA	"Zilog, Inc."
"org_2A9qNWoomVSMLCZEX4uN"	2	NA	NA	"Jovill Manufacturing Company"
"org_2bIshUFfkCI5j0A5uUQi"	7	NA	NA	"The Secretary of State for Defence in her Britannic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland"
"org_2BKiFXnMX9NEkfUHT8xa"	3	NA	NA	"Terrot Strickmaschinen GmbH"
"org_2brQL8UGYzrRqvIrVIGu"	2	NA	NA	"Nissan Technical Center North America, Inc."
"org_2BUQiE9SNwqHql4bljA9"	2	NA	NA	"News America FSI, Inc."
"org_2BWAbR4uHrpZUStB8QwM"	3	NA	NA	"Janome Sewing Machine Co., Ltd."
"org_2caA9NFPboKjMuHFXczd"	3	NA	NA	"Societa Italiana Progetti S.R.L."
"org_2cAZR82nhBVb26UiIvzV"	3	NA	NA	"RUAG Schweiz AG"
"org_2cfEmgSRxJnSRJy9Zgbb"	2	NA	NA	"American Filtrona Corporation"
"org_2cfYR185S9bJW7bIWAXk"	3	NA	NA	"Kyowa Metal Works Co., Ltd."
"org_2Cg57z2GHdCbnm01LkqU"	2	NA	NA	"KEITHLEY INSTRUMENTS, INC."
"org_2cM42rT1q2MkA4v4h0WJ"	3	NA	NA	"Bergische Stahl-Industrie"
"org_2cz5rSFGjSGLpCrOOb13"	2	NA	NA	"Farapulse, Inc."
"org_2d22V3Ui6ZjZhLKLh1OE"	3	NA	NA	"KYB Corporation"
"org_2d4HFlDErXHgB6DTX7NM"	2	NA	NA	"Space Systems/Loral, Inc."
"org_2D8g5YMScWnfVXTbU4wB"	3	NA	NA	"TEH FONG MIN INTERNATIONAL CO., LTD."
"org_2daqrw0QC8JaN0MKPi2j"	3	NA	NA	"Nexter Systems"
"org_2deXWFwXfi02w7RpmsWp"	3	NA	NA	"Dreier Lasermesstechnik GmbH"
"org_2DeZGMSOWIE9smsVB0jx"	2	NA	NA	"BAE Systems Information and Electronic Systems Integration Inc."
"org_2djoYcdbDMKavPij3ilY"	3	NA	NA	"AO Kaspersky Lab"
"org_2dMeMloZfkbitM5nbnMM"	2	NA	NA	"Chiron Diagnostics Corporation"
"org_2dqQw1f1k4BsH5lBLAiy"	2	NA	NA	"Voisard Manufacturing Inc."
"org_2DS2RGneIfd2jJYMGxPy"	3	NA	NA	"Kongskilde Koncernselskab A/S"
"org_2e0fJVA2u8DOH1S9H7Z3"	3	NA	NA	"SAMSUNG ELECTRO-MECHANICS CO., LTD."
"org_2E2V9jZZ21JuI4qfcBRF"	3	NA	NA	"Trisa Holding AG"
"org_2e7ur6ppdfcnHc0vRFcj"	2	NA	NA	"DENTSPLY International Inc."
"org_2e8p2Wb6mFjbjXSibS2E"	2	NA	NA	"Ossia Inc."
"org_2efKcawpXoL8ZGUMDn9Q"	2	NA	NA	"GAS TECHNOLOGIES LLC"
"org_2ems4MacdYtMXk0WrvZx"	2	NA	NA	"Isodrill, Inc."
"org_2eNIoqqQjGWZsoK7Ynim"	2	NA	NA	"Bennett & Associates, LLC"
"org_2eRh7lzMPfyKMrEmGQVH"	2	NA	NA	"TAKE-TWO INTERACTIVE SOFTWARE, INC."
"org_2euIDSoQcpC4k13K5SvA"	3	NA	NA	"FLSmidth A/S"
"org_2Ew8TOiaXALOn6wX1SF8"	3	NA	NA	"Lipomatrix, Incorporated"
"org_2F4ifpClrocftm4bGQBW"	3	NA	NA	"SAMASUNG ELECTRONICS CO., LTD."
"org_2FA3jQAmRl4mCj7TvEjT"	2	NA	NA	"Array Networks, Inc."
"org_2FPm03Ebh5trAkqSXUfv"	2	NA	NA	"ADVANCED PLATING, INC."
"org_2FRj1nEfoUjIz8mLvXMH"	2	NA	NA	"Lumination LLC"
"org_2fwJDR85ntdGaYbIlnhj"	2	NA	NA	"Arcade, Inc."
"org_2Fy6GEscObvkM7orItRd"	2	NA	NA	"Hamilton Beach/Proctor-Silex, Inc."
"org_2g4ZtzANV1WN3rSgMOud"	3	NA	NA	"LST Laser & Strahl Technik Herstellungs- und Handelsgesellschaft m.b.H."
"org_2G8dndiYG2mwVoNGdHL0"	2	NA	NA	"Vion Pharmaceuticals, Inc."
"org_2G9iVZuhzE2X6fapakBZ"	3	NA	NA	"Jatco Transtechnology Ltd."
"org_2GcVNpdkBr4uGycBeFkb"	2	NA	NA	"Globe-Union Inc."
"org_2GDkl0nHHJl3Q8Ueh0zM"	2	NA	NA	"Lear Automotive Dearborn, Inc."
"org_2gIV2t2FMVlfFUXsBdKP"	3	NA	NA	"AdvanCell Diagnosztika Kft."
"org_2GJyS5HLNtRvoW4Nl9Ke"	3	NA	NA	"Nederlandse Centrale Organisatie voor Toegepast-Natuurwetenschappelijk Onderzoek"
"org_2GyxNNaRU9SmH7MHLvrd"	2	NA	NA	"J. P. Stevens & Co., Inc."
"org_2h2bLre10QgHMfUe0m1u"	2	NA	NA	"Bioness Inc."
"org_2H3bYEOBFaPATQcvoy2L"	2	NA	NA	"Redel, Inc."
"org_2hBqe6Qq0HU28aIyIpx5"	3	NA	NA	"FANUC CORPORATION"
"org_2Hf5HbyRtZGKAWWyADfs"	2	NA	NA	"Neiversan Networks Co. LLC"
"org_2HHJb6y9XmhE0WUOS6NY"	3	NA	NA	"FOSECO International Ltd."
"org_2HLZxccVo3kZCnQFPT7P"	2	NA	NA	"ICOM, Inc."
"org_2hn33vvxYpOxbDMg69WK"	3	NA	NA	"INTERDIGITAL CE PATENT HOLDINGS"
"org_2HOf9OHwHmz9iR8WTHqg"	2	NA	NA	"Southpac Trust International, Inc."
"org_2HrOAFK58PyyfBnPBBYN"	2	NA	NA	"DigitalOptics Corporation MEMS"
"org_2htAWezbe79tEGvc2GCw"	3	NA	NA	"Audioasics A/S"
"org_2htxfXlDYb8p8hNhwVWb"	2	NA	NA	"Pyramid Food Processing Equip. Mfg. Inc."
"org_2HuLNop8HOYhLqixFn6A"	2	NA	NA	"Mack Trucks, Inc."
"org_2HxS4RSRha0slaNDzaJZ"	3	NA	NA	"SZ DJI TECHNOLOGY CO., LTD."
"org_2I1eXqueLN4p3nZtYWZG"	3	NA	NA	"Team-Tex S.A.S."
"org_2i9ra5rdGoJLk0tGkjNu"	3	NA	NA	"LINGSEN PRECISION INDUSTRIES, LTD."
"org_2iaozjwMNUmH4ArfcJuI"	3	NA	NA	"Thetford International Products, Ltd."
"org_2IF82dT7fQjYfpVosAKH"	3	NA	NA	"STICHTING I-F PRODUCT COLLABORATION"
"org_2iG0KBFPhNAz1w7p7RS9"	2	NA	NA	"Canfield Scientific, Incorporated"
"org_2Iq7thk29uvBBcAwKK8M"	2	NA	NA	"Saturn Licensing LLC"
"org_2IWfXEOKNgbdMjxmMQaY"	2	NA	NA	"Heublein, Inc."
"org_2J4QyBdrUAJDZ0qVKjY1"	2	NA	NA	"Siemens Industry, Inc."
"org_2jfKUHW1IKRHMj21TDu7"	2	NA	NA	"FutureWei Technologies, Inc."
"org_2JlCVAen7snnfQAQLFfs"	2	NA	NA	"Steadfast Corporation"
"org_2Jsng8PjOdVD1eU15yj1"	3	NA	NA	"O2Micro International Limited"
"org_2JWN3vPF30PNuFSeDjip"	3	NA	NA	"C. A. Weidmuller GmbH & Co."
"org_2k239mrqFo2S71D8mJC6"	2	NA	NA	"The Raymond Corporation"
"org_2kLa9SXcx8I0FDgvj4Xy"	2	NA	NA	"Sara Lee Corporation"
"org_2KLDT8zPXKxnRZqUuA8g"	2	NA	NA	"Synaptics Incorporated"
"org_2kyb0EQjtD6Ly2RTLTba"	3	NA	NA	"Mendes S.R.L."
"org_2lbgWZzAxLGTDwsM4QpA"	3	NA	NA	"Compagnie Europeenne de Composants Electroniques LCC"
"org_2lEcRQ3kotTkd3gWK8UR"	2	NA	NA	"Focus Surgery, Inc."
"org_2LMNiBceZAKzwnBtVg54"	3	NA	NA	"Vereinigte Flugtechnische Werke GmbH"
"org_2M3xYbrZPEMCJyxujEKb"	3	NA	NA	"UNIVE CO., LTD."
"org_2m92dU0UrhH4bg0R5OYt"	3	NA	NA	"Ohlins Racing AB"
"org_2MCCJrjc0cNhVUR8wqDx"	2	NA	NA	"Osrow Products Corporation"
"org_2McsQKt4NbpNj1CGXqNd"	2	NA	NA	"Weatherford Technology Holdings, LLC"
"org_2mezzA14adaZFhYNfxrv"	2	NA	NA	"Continental Powertrain USA, LLC"
"org_2mTE2cYMu7sR4we5TDiv"	3	NA	NA	"Waldemar Link GmbH & Co. KG"
"org_2mUlXe6dnnEFo8Ql5tJS"	3	NA	NA	"JENOPTIK Automatisierungstechnik GmbH"
"org_2MVIoK7oQmbPicT7iikf"	2	NA	NA	"Heim Universal Corporation"
"org_2N38W2iJou7lDEUwmtet"	2	NA	NA	"Cardell Corporation"
"org_2nE4FRsk7uyG7Q2UsdXs"	2	NA	NA	"Toyota Technical Center USA, Inc."
"org_2nSIylem4MZUsOudYnc5"	3	NA	NA	"Alcan Technology & Management Ltd."
"org_2nzzf0WpPbJ0LAYvvNCh"	3	NA	NA	"Produits Chimiques Ugine Kuhlmann"
"org_2oC70LPsOjhTyJxyU4en"	2	NA	NA	"Crews, Inc."
"org_2oDDoto07Fz1kIZcU3pv"	2	NA	NA	"Construction Forms, Inc."
"org_2olZcDyNfrna8K1umm0V"	3	NA	NA	"Shenzhen Mindray Bio-Medical Electronics Co., Ltd."
"org_2p0e4bQqQffDdKYCC4he"	2	NA	NA	"SanDance Technology LLC"
"org_2PI7rrBesgIFuBUHTQaB"	3	NA	NA	"NATIONAL TAIWAN NORMAL UNIVERSITY"
"org_2pJur5W7TRH1Wq9usNyp"	2	NA	NA	"Flex Technologies, Inc."
"org_2pkY3ovZHCF08XYO4kTs"	2	NA	NA	"MacroPore Biosurgery, Inc."
"org_2Pl3MtHNGQ0iwa267bhZ"	2	NA	NA	"VISA INTERNATIONAL SERVICE ASSOCIATION"
"org_2pM6cLjsmv4HDWOjD4ry"	2	NA	NA	"Elwha LLC"
"org_2pTo4p56MqFBXzp3ZxcH"	2	NA	NA	"Coats & Clark, Inc."
"org_2PUVSaI26mEGHNLDOIEc"	3	NA	NA	"Biostore New Zealand Limited"
"org_2px88aoLh6lb5sMGPSRy"	3	NA	NA	"Sumitomo Sitix Corporation"
"org_2pZIDJoAqKITnflc139c"	2	NA	NA	"Whittar Industries, Ltd."
"org_2PZt4MmmSw3plBVEvjjG"	2	NA	NA	"Bryce International, L.L.C."
"org_2QJyoA10sJQTKPqjJn95"	2	NA	NA	"Dow AgroSciences LLC"
"org_2QOLyspZDB6z1XNFjXaG"	3	NA	NA	"BIONTECH AG"
"org_2qOsKsG8sFkMv3ebJlr2"	2	NA	NA	"Airlite Plastics Co."
"org_2RcY4lAh9xsfslT95OzG"	3	NA	NA	"BLUESTAR SILICONES FRANCE SAS"
"org_2re1RKsXXemCfQl0b2st"	2	NA	NA	"NEWFIELD THERAPEUTICS CORPORATION"
"org_2RNPAH30c9V7R0GhRSn1"	3	NA	NA	"Canadian Patents & Dev. Limited"
"org_2rOlMeYzgvHFI21mu7kV"	2	NA	NA	"Vermeer Manufacturing Company"
"org_2RSp0GyVFxfI64QZEbfN"	2	NA	NA	"Alottafun, Inc."
"org_2S6qwOzJTAjmu5mbkN68"	3	NA	NA	"Wincor Nixdorf International GmbH"
"org_2SexEJo8nyIF9v3khsbO"	2	NA	NA	"Norotos, Inc."
"org_2sSLkF9zOOyk6vr0lVWT"	3	NA	NA	"Centre International de Recherches Dermatologiques Galderma"
"org_2SutKQ5SpyfPBHyxiSfH"	2	NA	NA	"Aspex Eyewear, Inc."
"org_2t0bThj4i7mH6ZJrbPwP"	2	NA	NA	"Infineon Technologies North America Corp."
"org_2T5Dfq0fhXLULPbv0WHF"	2	NA	NA	"Numoda Corporation"
"org_2Tkw8U1pgFyv1d0ZAdXG"	3	NA	NA	"AYR LTD."
"org_2Tm6aUeQWdDSuzc2bzTA"	2	NA	NA	"Guidance-Tableau, LLC"
"org_2tXSOAZoZJYYCzfKHkcA"	2	NA	NA	"BP Amoco Corporation"
"org_2UFL9KUbns86ZWPzWrHX"	2	NA	NA	"ALTRIA CLIENT SERVICES LLC"
"org_2ukFGwHJpTZRBEIsxt0i"	3	NA	NA	"F-Secure Corporation"
"org_2uNt3ysnwkhUE8laLiRc"	2	NA	NA	"Garden Way Incorporated"
"org_2UnvS4PKbuFPGUlUDswQ"	3	NA	NA	"Marisense Oy"
"org_2uODnqIyA7Xe61v4omTY"	3	NA	NA	"JENAX INC."
"org_2upYRcxEEj0abDeAaXcY"	2	NA	NA	"Emerson Electric Co."
"org_2UTKdCQuK8PbGxVfO8dK"	2	NA	NA	"Draeger Medical Systems, Inc."
"org_2uv3rjwXTbKCiBP4xaQG"	2	NA	NA	"MetaSolv Software, Inc."
"org_2UWgLbPRrLT3nz2Zcg4x"	2	NA	NA	"Match Group, LLC"
"org_2Uwp99ZmadSpx4iZB2ty"	3	NA	NA	"Tastetro, Inc."
"org_2UXB1ytQszpImNgxv8e9"	3	NA	NA	"Cambridge Research and Development Limited"
"org_2vaAm3lVecnCoBmbrrA1"	2	NA	NA	"Joy Manufacturing Company"
"org_2vFjIlrmxh3EVW5xiWDr"	2	NA	NA	"Audatex North America, Inc."
"org_2VHILiWoClY0yO4mVNAl"	2	NA	NA	"Adco-West Machinery Manufacturing Company"
"org_2VpyJU3ROIiTPyKuXLCL"	2	NA	NA	"Edge2020"
"org_2vXKAZUgwIuOhNeO1vPb"	3	NA	NA	"University of Sydney"
"org_2w0rG2tzF0PcOochESeu"	2	NA	NA	"Echelon Systems Corp."
"org_2W0TXEiCG5LXDuSNMbHA"	3	NA	NA	"Elpida Memory, Inc."
"org_2wh0HJHSBs5PJje9XQCO"	2	NA	NA	"Austin Powder Company"
"org_2wkquduwCYBlWO2kNTVv"	3	NA	NA	"Windmoller & Holscher"
"org_2woB83KZud2R8ShCfNDd"	3	NA	NA	"Johnson Matthey PLC"
"org_2wwrMqPez9BsqBdDiVsc"	3	NA	NA	"Yamamoto Chemicals, Inc."
"org_2wx4mUl5EAZWXGVefIXN"	3	NA	NA	"Hino Motors, Ltd."
"org_2Wxg0VZhW1iosNlp2wMd"	3	NA	NA	"Stopinc Aktiengesellschaft"
"org_2WzFHydE6xS6pLPCPgFj"	2	NA	NA	"MESO SCALE TECHNOLOGIES, LLC."
"org_2xV0zU7mH4WbjrHdCs0w"	2	NA	NA	"The Clone, LLC"
"org_2xWaaUOZ3n4Yqsw10Pc5"	3	NA	NA	"Marposs Societa' per Azioni"
"org_2Y1NeGvFOzUaI4vdkSbB"	3	NA	NA	"Kabushiki Kaisha Toshiba"
"org_2Y2WPLlJWpVr1XDw4TFs"	2	NA	NA	"G1 Therapeutics, Inc."
"org_2Y4mdZkDhpfatzd7PngG"	3	NA	NA	"Kuka Laboratories GmbH"
"org_2y5KqTCfT7bdv1d8a7hE"	2	NA	NA	"St. Francis Medical Technologies, Inc."
"org_2y8VmqOJValg1mv1wlaq"	3	NA	NA	"Amdocs Software Systems Limited"
"org_2ycAbO0n8A1uujVhKwyl"	3	NA	NA	"XIAMEN FARATRONIC CO., LTD."
"org_2YgETyuaMdC5U0DLVP6b"	2	NA	NA	"AMEC FOSTER WHEELER NORTH AMERICA CORP."
"org_2yhHeFJQ1JCy3SvJMI4j"	3	NA	NA	"iHeart Japan Corporation"
"org_2YmzMG07fXZ8NRFNRJWP"	2	NA	NA	"NUVASIVE SPECIALIZED ORTHOPEDICS, INC."
"org_2Yo7NfRW8FFh0uJx3bHM"	2	NA	NA	"Martin Processing, Inc."
"org_2z29DpgOHIUA19yIHSJk"	3	NA	NA	"E. Siepmann & Co. (GmbH & Co)"
"org_2z3GDZ35Jkodp8aVp1Zg"	3	NA	NA	"BSH Bosch und Siemens Hausgeraete GmbH"
"org_2z4cLLEPaeDYrl9MKpmx"	2	NA	NA	"F'Real Foods, LLC"
"org_2z5kN0OXIao0tawPcRPz"	3	NA	NA	"KUCHING INTERNATIONAL LTD."
"org_2Z63zhXtvs7J6wo2rsMi"	3	NA	NA	"IFP Energies nouvelles"
"org_2ZAazvt8qj0RJ23G3W26"	2	NA	NA	"CommScope, Inc."
